ocm_id,title,city,state,lat,lon,status,status_title,num_points,date_last_update,usage_cost,connections,power_kw_max,network
124436,Pitt School Plaza,Dixon,CA,38.457369,-121.842567,,,,2025-06-24T07:25:00Z,,,1.9,
159281,CECI,West Sacramento,CA,38.564484,-121.571078,,,,2020-06-26T03:00:00Z,,,3.7,
342163,DUTCH BROS DIXON 01,Dixon,CA,38.455778,-121.840948,,,,2025-06-24T07:25:00Z,,,3.7,
141133,DUTCH BROS,Dixon,CA,38.45574860481119,-121.8413313419716,,,,2024-11-12T12:08:00Z,"$3.50 per hour, first hour free",,6.6,
312424,Hampton Inn & Suites Woodland,Woodland,CA,38.67527356156242,-121.72701667035977,,,4.0,2025-07-14T02:59:00Z,$0.39 /kWh,,120.0,
311730,"Quality INN - Woodland, CA",Woodland,CA,38.67617164016937,-121.74814402567169,,,7.0,2025-07-14T04:52:00Z,$0.39/kWh,,120.0,
343064,7Charge - Woodland,Woodland,CA,38.67668,-121.74354,,,,2025-06-24T07:26:00Z,,,50.0,
299810,7-Eleven,Woodland,CA,38.67694661727603,-121.74381135300567,,,1.0,2024-06-05T22:10:00Z,,,180.0,
56532,Woodland Joint Unified School District - District Office,Woodland,CA,38.676196,-121.766289,,,,2024-02-20T10:05:00Z,,,3.7,
56530,Woodland Joint Unified School District - Whitehead Elementary,Woodland,CA,38.669819,-121.794558,,,,2024-02-20T10:05:00Z,,,3.7,
244998,Woodland Corporate Center II,Woodland,CA,38.676983,-121.766402,,,,2025-06-24T07:26:00Z,,,3.7,
124492,Trillium - Yolo County Transportation District,Woodland,CA,38.679225,-121.753508,,,,2025-06-24T07:26:00Z,,,3.7,
245000,Yolo Regional Transit District Yard,Woodland,CA,38.67999,-121.75392,,,,2023-04-24T17:37:00Z,,,350.0,
307120,Gothic Revival Parking,Woodland,CA ,38.67656840975161,-121.77590591537279,,,1.0,2025-07-14T04:56:00Z,,,6.0,
223857,Northwest Pump - Sacremento,West Sacramento,CA,38.5740474,-121.5641674,,,,2025-06-24T07:26:00Z,,,3.7,
54917,City of Woodland - Public Parking,Woodland,CA,38.67843,-121.77289,,,2.0,2024-12-03T11:27:00Z,,,6.6,
343073,WOODLAND LIBRARY,Woodland,CA,38.679106,-121.77452,,,,2025-06-24T07:26:00Z,,,3.7,
244999,City of Woodland - Woodland Public Library,Woodland,CA,38.67913,-121.77458,,,,2024-10-12T10:43:00Z,$0.49/kWh,,6.6,
343078,WOODLAND SOLAR LOT #2,Woodland,CA,38.679305,-121.775297,,,,2025-06-24T07:26:00Z,,,3.7,
89494,City of Woodland - Public Parking,Woodland,CA,38.67938,-121.77506,,,4.0,2024-12-03T11:27:00Z,,,6.6,
458350,California Office of State Publishing,West Sacramento,CA,38.587558,-121.565487,,,,2025-06-24T07:26:00Z,,,3.7,
244940,Bayer Crop Science,West Sacramento,CA,38.5871205,-121.5643085,,,,2025-06-24T07:26:00Z,,,3.7,
223873,Sacramento Office,West Sacramento,CA,38.5827017,-121.5609494,,,,2024-02-20T10:05:00Z,,,3.7,
141250,City of Woodland - Police Department,Woodland,CA,38.675,-121.8,,,,2025-06-24T07:26:00Z,,,3.7,
262711,Wienerschnitzel 874,Dixon,CA,38.4461871,-121.8533875,,,,2025-06-24T07:25:00Z,,,3.7,
343091,250 Buckeye Street,Woodland,CA,38.68346,-121.794262,,,,2025-06-24T07:26:00Z,,,3.7,
244939,IKEA USA SACRAMENTO 1,West Sacramento,CA,38.587049,-121.552854,,,2.0,2024-12-03T11:27:00Z,$0.28/kWh,,6.6,
56535,Woodland Joint Unified School District - Woodland High School,Woodland,CA,38.686897,-121.786232,,,,2024-02-20T10:05:00Z,,,3.7,
